employee_id,manager_id,grade,hire_date,exit_date,tenure_days,event_observed
E01688,M0031,2,2024-08-20,,742,0
E01689,M0130,2,2023-10-05,2023-10-11,6,1
E01690,M0024,5,2023-10-04,,1063,0
E01691,M0143,1,2023-04-17,,1233,0
E01692,M0042,1,2025-01-26,,583,0
E01693,M0090,2,2021-11-28,2024-07-18,963,1
E01694,M0001,1,2021-11-30,2024-10-02,1037,1
E01695,M0137,2,2024-08-15,2024-11-06,83,1
E01696,M0006,2,2024-01-07,2026-06-21,896,1
E01697,M0026,2,2024-03-21,2024-09-02,165,1
E01698,M0138,3,2026-04-15,,139,0
E01699,M0011,1,2024-05-23,2026-07-04,772,1
E01700,M0150,1,2023-09-24,,1073,0
E01701,M0133,1,2026-03-13,,172,0
E01702,M0141,4,2022-11-02,,1399,0
E01703,M0055,4,2024-01-06,,969,0
E01704,M0111,2,2022-09-03,2025-01-15,865,1
E01705,M0148,1,2023-10-15,,1052,0
E01706,M0147,1,2023-04-21,,1229,0
E01707,M0136,4,2026-05-30,,94,0
E01708,M0164,2,2024-01-13,,962,0
E01709,M0110,2,2026-07-13,,50,0
E01710,M0065,5,2026-03-08,2026-06-28,112,1
E01711,M0084,4,2022-12-10,2025-12-16,1102,1
E01712,M0020,2,2026-05-24,,100,0
E01713,M0131,2,2023-12-16,2024-09-30,289,1
E01714,M0105,3,2021-10-14,2023-05-07,570,1
E01715,M0125,1,2024-07-20,2024-09-20,62,1
E01716,M0177,4,2022-01-07,,1698,0
E01717,M0150,1,2023-10-29,2024-02-09,103,1
E01718,M0152,1,2023-02-15,2023-11-06,264,1
E01719,M0060,3,2022-01-29,2022-07-07,159,1
E01720,M0041,3,2021-09-26,2025-08-23,1427,1
E01721,M0001,3,2024-02-28,2024-04-01,33,1
E01722,M0056,3,2021-11-03,2021-11-15,12,1
E01723,M0112,4,2025-02-26,2025-03-30,32,1
E01724,M0177,4,2026-04-18,,136,0
E01725,M0000,3,2025-05-24,2025-07-16,53,1
E01726,M0163,2,2022-05-02,,1583,0
E01727,M0008,3,2023-05-21,,1199,0
E01728,M0120,2,2024-08-12,,750,0
E01729,M0094,3,2023-05-03,,1217,0
E01730,M0042,2,2024-01-23,,952,0
E01731,M0139,2,2022-06-23,2022-07-15,22,1
E01732,M0139,2,2023-08-08,,1120,0
E01733,M0014,1,2025-06-15,2026-01-05,204,1
E01734,M0024,1,2025-11-13,,292,0
E01735,M0129,3,2021-11-21,2022-06-06,197,1
E01736,M0014,3,2022-01-05,2022-07-11,187,1
E01737,M0015,2,2024-01-06,2024-08-10,217,1
E01738,M0101,3,2024-07-21,2024-07-29,8,1
E01739,M0105,1,2023-10-27,2025-10-03,707,1
E01740,M0104,3,2023-07-17,,1142,0
E01741,M0150,1,2026-07-14,,49,0
E01742,M0074,2,2023-09-15,,1082,0
E01743,M0159,1,2021-11-01,2023-03-13,497,1
E01744,M0163,3,2025-08-13,,384,0
E01745,M0091,5,2023-06-17,,1172,0
E01746,M0052,3,2022-11-29,2026-03-02,1189,1
E01747,M0010,4,2022-04-08,,1607,0
E01748,M0034,2,2022-03-01,2023-03-30,394,1
E01749,M0034,3,2024-05-30,2024-12-17,201,1
E01750,M0057,1,2026-07-13,,50,0
E01751,M0105,2,2024-10-01,2024-12-06,66,1
E01752,M0176,5,2024-12-13,,627,0
E01753,M0103,4,2024-03-30,,885,0
E01754,M0043,4,2022-05-23,2024-09-28,859,1
E01755,M0129,1,2021-11-24,,1742,0
E01756,M0047,2,2024-06-13,,810,0
E01757,M0116,1,2024-11-22,2025-09-12,294,1
E01758,M0118,1,2023-11-27,,1009,0
E01759,M0042,4,2022-07-08,,1516,0
E01760,M0101,1,2023-02-17,2023-08-03,167,1
E01761,M0105,4,2022-04-04,2025-11-08,1314,1
E01762,M0161,1,2023-10-06,,1061,0
E01763,M0095,2,2025-08-11,2025-12-06,117,1
E01764,M0076,4,2024-10-15,2025-10-31,381,1
E01765,M0150,4,2025-12-12,,263,0
E01766,M0088,2,2022-10-04,2026-02-05,1220,1
E01767,M0128,3,2024-05-02,,852,0
E01768,M0090,5,2025-12-03,,272,0
E01769,M0025,2,2022-10-25,2024-12-13,780,1
E01770,M0164,1,2021-09-25,,1802,0
E01771,M0080,3,2023-08-24,,1104,0
E01772,M0083,1,2024-06-06,2024-08-16,71,1
E01773,M0116,5,2023-03-23,,1258,0
E01774,M0049,2,2025-05-22,,467,0
E01775,M0062,3,2024-08-09,2024-12-10,123,1
E01776,M0008,1,2023-02-21,2023-03-20,27,1
E01777,M0107,1,2023-02-28,2023-09-19,203,1
E01778,M0119,2,2026-05-22,,102,0
E01779,M0138,2,2026-04-10,,144,0
E01780,M0154,2,2023-07-23,,1136,0
E01781,M0055,1,2024-12-03,,637,0
E01782,M0117,1,2023-11-17,,1019,0
E01783,M0164,1,2023-02-07,2025-04-11,794,1
E01784,M0118,1,2024-05-10,,844,0
E01785,M0018,2,2025-06-24,,434,0
E01786,M0149,1,2021-09-08,2023-08-20,711,1
E01787,M0077,2,2025-07-12,,416,0
E01788,M0144,4,2024-03-21,,894,0
E01789,M0000,1,2024-02-20,2025-03-01,375,1
E01790,M0169,5,2022-08-01,2023-02-22,205,1
E01791,M0156,3,2022-12-30,,1341,0
E01792,M0122,4,2021-11-11,2022-05-21,191,1
E01793,M0011,1,2024-07-09,2025-12-26,535,1
E01794,M0172,2,2025-09-16,,350,0
E01795,M0142,1,2025-04-05,2026-02-06,307,1
E01796,M0114,1,2024-06-29,2025-10-13,471,1
E01797,M0024,1,2022-06-15,2025-02-28,989,1
E01798,M0099,3,2025-03-21,,529,0
E01799,M0126,2,2025-01-06,2026-06-30,540,1
E01800,M0119,3,2023-11-01,,1035,0
E01801,M0123,2,2022-02-02,,1672,0
E01802,M0148,1,2022-04-16,,1599,0
E01803,M0101,1,2025-09-26,2025-11-16,51,1
E01804,M0168,1,2023-06-01,2023-11-30,182,1
E01805,M0008,3,2024-03-09,,906,0
E01806,M0057,1,2022-07-27,,1497,0
E01807,M0027,4,2025-03-22,,528,0
E01808,M0109,2,2025-04-05,2025-04-13,8,1
E01809,M0099,2,2023-06-22,,1167,0
E01810,M0026,4,2022-06-08,,1546,0
E01811,M0174,3,2022-08-31,,1462,0
E01812,M0094,4,2025-11-22,,283,0
E01813,M0046,2,2024-01-13,,962,0
E01814,M0100,3,2023-04-20,2023-07-21,92,1
E01815,M0020,2,2026-02-25,,188,0
E01816,M0170,1,2025-04-09,,510,0
E01817,M0055,3,2025-01-21,,588,0
E01818,M0009,4,2023-10-31,,1036,0
E01819,M0104,2,2024-02-04,,940,0
E01820,M0122,2,2024-12-05,2025-01-13,39,1
E01821,M0084,1,2024-10-08,2024-10-12,4,1
E01822,M0110,3,2024-11-16,,654,0
E01823,M0120,3,2022-09-12,2022-10-30,48,1
E01824,M0000,3,2024-06-01,2025-12-14,561,1
E01825,M0090,1,2023-03-07,2026-03-01,1090,1
E01826,M0023,3,2024-07-07,,786,0
E01827,M0075,1,2022-06-28,2025-04-19,1026,1
E01828,M0097,1,2023-10-25,,1042,0
E01829,M0167,1,2024-01-26,2024-08-03,190,1
E01830,M0006,1,2022-02-04,2022-04-06,61,1
E01831,M0023,4,2023-08-13,2023-08-24,11,1
E01832,M0104,2,2026-06-05,,88,0
E01833,M0123,1,2023-11-17,2025-04-08,508,1
E01834,M0012,1,2023-01-27,,1313,0
E01835,M0037,5,2021-11-27,2023-03-26,484,1
E01836,M0068,4,2024-03-13,2024-09-06,177,1
E01837,M0038,3,2023-07-23,,1136,0
E01838,M0081,3,2023-08-23,2023-10-16,54,1
E01839,M0038,1,2023-02-23,2023-04-14,50,1
E01840,M0049,1,2023-10-18,,1049,0
E01841,M0082,3,2022-02-23,,1651,0
E01842,M0076,3,2026-02-22,,191,0
E01843,M0077,2,2024-09-30,2024-11-19,50,1
E01844,M0069,1,2025-02-26,,552,0
E01845,M0005,3,2025-12-25,,250,0
E01846,M0025,1,2022-06-04,,1550,0
E01847,M0110,4,2023-10-20,,1047,0
E01848,M0134,1,2026-01-20,,224,0
E01849,M0059,3,2021-10-25,2023-11-14,750,1
E01850,M0053,1,2022-11-19,,1382,0
E01851,M0172,1,2025-01-25,2025-06-26,152,1
E01852,M0152,2,2025-06-13,,445,0
E01853,M0038,2,2023-06-11,,1178,0
E01854,M0065,1,2024-01-20,,955,0
E01855,M0039,4,2024-09-14,,717,0
E01856,M0064,1,2022-03-24,,1622,0
E01857,M0056,5,2026-07-03,,60,0
E01858,M0102,2,2024-05-07,2026-05-04,727,1
E01859,M0041,3,2025-01-03,2025-12-23,354,1
E01860,M0109,4,2025-07-03,2025-10-20,109,1
E01861,M0034,1,2024-08-07,,755,0
E01862,M0110,1,2021-12-15,,1721,0
E01863,M0105,2,2024-06-12,,811,0
E01864,M0045,2,2023-12-17,,989,0
E01865,M0147,1,2022-10-17,2023-07-30,286,1
E01866,M0076,1,2026-07-25,,38,0
E01867,M0174,3,2023-06-17,,1172,0
E01868,M0143,2,2024-10-04,,697,0
E01869,M0077,1,2023-02-14,,1295,0
E01870,M0019,1,2024-03-02,2024-03-23,21,1
E01871,M0055,3,2025-03-23,,527,0
E01872,M0087,4,2024-10-23,,678,0
E01873,M0142,4,2026-04-23,,131,0
E01874,M0053,2,2022-10-28,,1404,0
E01875,M0099,2,2024-06-16,,807,0
E01876,M0028,2,2026-06-18,,75,0
E01877,M0017,4,2022-10-07,2022-11-20,44,1
E01878,M0035,2,2024-07-23,2025-01-23,184,1
E01879,M0141,2,2024-05-20,2025-05-27,372,1
E01880,M0050,2,2023-05-01,2023-08-22,113,1
E01881,M0105,2,2025-08-25,2025-11-10,77,1
E01882,M0110,3,2022-09-04,2024-06-17,652,1
E01883,M0055,2,2023-03-21,,1260,0
E01884,M0082,1,2023-05-27,2026-03-28,1036,1
E01885,M0068,3,2024-10-08,,693,0
E01886,M0038,2,2024-08-23,2024-10-13,51,1
E01887,M0013,2,2026-03-19,,166,0
E01888,M0017,4,2021-09-15,,1812,0
E01889,M0023,3,2022-01-10,2024-02-17,768,1
E01890,M0001,1,2026-04-09,,145,0
E01891,M0149,1,2025-02-14,,564,0
E01892,M0058,2,2023-09-11,,1086,0
E01893,M0088,5,2026-03-01,,184,0
E01894,M0076,1,2025-11-12,,293,0
E01895,M0100,3,2021-10-28,,1769,0
E01896,M0075,1,2024-01-20,,955,0
E01897,M0073,2,2023-03-29,,1252,0
E01898,M0169,2,2022-03-10,2023-12-22,652,1
E01899,M0169,2,2024-03-28,2024-08-26,151,1
E01900,M0036,5,2024-10-20,2025-10-28,373,1
E01901,M0078,2,2025-07-12,,416,0
E01902,M0042,5,2023-06-11,2023-07-19,38,1
E01903,M0171,1,2025-01-14,2026-02-09,391,1
E01904,M0051,1,2026-05-08,2026-05-14,6,1
E01905,M0133,2,2026-01-20,,224,0
E01906,M0079,5,2025-09-11,2025-11-02,52,1
E01907,M0089,2,2026-01-10,,234,0
E01908,M0098,1,2024-05-18,,836,0
E01909,M0009,1,2022-01-13,2023-02-10,393,1
E01910,M0046,2,2024-08-08,2026-06-12,673,1
E01911,M0089,4,2025-11-23,,282,0
E01912,M0044,4,2022-11-28,,1373,0
E01913,M0118,5,2024-04-02,2026-01-11,649,1
E01914,M0165,1,2025-01-08,,601,0
E01915,M0049,4,2025-02-28,,550,0
E01916,M0045,2,2022-10-12,,1420,0
E01917,M0009,1,2023-04-15,2024-03-27,347,1
E01918,M0120,2,2023-03-05,,1276,0
E01919,M0102,5,2022-12-31,2024-05-21,507,1
E01920,M0011,2,2024-08-23,,739,0
E01921,M0016,2,2026-01-26,,218,0
E01922,M0075,1,2022-08-08,2022-09-11,34,1
E01923,M0016,2,2024-05-28,,826,0
E01924,M0139,2,2024-10-24,,677,0
E01925,M0172,5,2023-04-30,2023-09-22,145,1
E01926,M0139,2,2025-05-26,,463,0
E01927,M0134,2,2023-05-21,2023-08-11,82,1
E01928,M0000,3,2024-04-02,,882,0
E01929,M0002,2,2022-06-24,2026-04-12,1388,1
E01930,M0102,4,2023-10-29,,1038,0
E01931,M0075,2,2021-12-20,,1716,0
E01932,M0026,3,2024-12-06,,634,0
E01933,M0121,1,2023-02-16,2023-05-11,84,1
E01934,M0167,2,2022-08-18,,1475,0
E01935,M0166,5,2022-11-30,2023-03-30,120,1
E01936,M0140,1,2022-07-08,2023-12-27,537,1
E01937,M0147,2,2023-05-31,2023-08-31,92,1
E01938,M0059,1,2024-10-31,2025-12-22,417,1
E01939,M0075,1,2026-08-15,,17,0
E01940,M0053,1,2026-01-21,,223,0
E01941,M0080,4,2026-06-19,,74,0
E01942,M0125,4,2024-02-09,2024-12-12,307,1
E01943,M0132,3,2023-09-01,2023-09-02,1,1
E01944,M0133,1,2025-04-14,2026-06-21,433,1
E01945,M0055,3,2026-02-08,,205,0
E01946,M0042,3,2024-09-28,,703,0
E01947,M0098,2,2026-05-22,,102,0
E01948,M0021,3,2024-12-08,2026-08-31,631,1
E01949,M0031,2,2022-04-07,,1608,0
E01950,M0107,3,2022-11-27,2022-12-05,8,1
E01951,M0088,1,2022-11-26,,1375,0
E01952,M0179,2,2021-10-16,2022-12-07,417,1
E01953,M0123,2,2023-09-16,,1081,0
E01954,M0036,1,2024-10-18,2024-11-01,14,1
E01955,M0084,1,2026-07-27,,36,0
E01956,M0165,3,2022-08-19,,1474,0
E01957,M0175,5,2024-12-19,,621,0
E01958,M0100,2,2026-05-27,,97,0
E01959,M0101,3,2025-02-14,2026-06-30,501,1
E01960,M0157,1,2021-09-03,2025-08-26,1453,1
E01961,M0036,2,2023-04-18,,1232,0
E01962,M0101,1,2021-12-03,,1733,0
E01963,M0081,2,2021-09-21,2024-01-17,848,1
E01964,M0073,2,2022-03-13,2025-06-20,1195,1
E01965,M0003,2,2021-10-13,,1784,0
E01966,M0110,1,2025-07-16,,412,0
E01967,M0035,2,2024-06-01,,822,0
E01968,M0049,3,2023-05-02,,1218,0
E01969,M0151,4,2024-05-22,,832,0
E01970,M0136,1,2025-07-19,2026-02-28,224,1
E01971,M0042,3,2025-03-29,2026-01-08,285,1
E01972,M0043,5,2026-06-17,,76,0
E01973,M0176,3,2022-01-13,2022-02-13,31,1
E01974,M0015,2,2023-11-16,,1020,0
E01975,M0053,1,2025-10-16,,320,0
E01976,M0150,2,2024-10-28,,673,0
E01977,M0172,2,2022-05-13,,1572,0
E01978,M0011,4,2022-10-13,2022-11-06,24,1
E01979,M0158,5,2023-03-30,2023-04-24,25,1
E01980,M0088,1,2022-08-15,,1478,0
E01981,M0079,3,2025-01-07,,602,0
E01982,M0065,1,2024-12-13,,627,0
E01983,M0120,2,2024-01-28,2026-02-17,751,1
E01984,M0065,2,2022-04-08,,1607,0
E01985,M0018,3,2026-02-01,,212,0
E01986,M0166,1,2021-11-29,2022-03-01,92,1
E01987,M0142,4,2025-08-18,,379,0
E01988,M0071,1,2023-06-07,2023-06-08,1,1
E01989,M0051,2,2024-02-10,,934,0
E01990,M0094,2,2021-10-02,,1795,0
E01991,M0022,2,2026-07-26,,37,0
E01992,M0128,2,2023-01-21,,1319,0
E01993,M0056,3,2024-01-16,2024-04-27,102,1
E01994,M0042,1,2023-07-13,2023-07-30,17,1
E01995,M0170,3,2022-05-06,2022-08-10,96,1
E01996,M0145,2,2022-08-14,,1479,0
E01997,M0115,1,2022-11-14,,1387,0
E01998,M0069,5,2023-06-26,,1163,0
E01999,M0084,1,2023-06-16,2025-01-05,569,1
E02000,M0026,2,2022-07-27,2022-07-28,1,1
E02001,M0046,4,2021-12-18,2024-02-22,796,1
E02002,M0089,1,2026-04-06,,148,0
E02003,M0022,2,2024-08-21,,741,0
E02004,M0049,1,2024-10-18,2025-12-14,422,1
E02005,M0018,4,2024-11-04,2025-06-18,226,1
E02006,M0131,2,2025-06-18,2025-06-23,5,1
E02007,M0023,3,2026-02-24,2026-02-24,0,1
E02008,M0170,1,2023-06-03,2023-09-04,93,1
E02009,M0122,1,2025-10-26,2026-01-20,86,1
E02010,M0036,4,2023-12-09,,997,0
E02011,M0032,1,2022-12-02,,1369,0
E02012,M0046,1,2023-08-30,2025-02-11,531,1
E02013,M0166,3,2026-07-25,2026-07-28,3,1
E02014,M0167,2,2023-08-13,2024-05-11,272,1
E02015,M0146,2,2025-08-27,,370,0
E02016,M0063,1,2025-08-23,,374,0
E02017,M0068,1,2024-02-24,,920,0
E02018,M0030,1,2025-10-17,,319,0
E02019,M0161,3,2024-03-20,,895,0
E02020,M0015,1,2021-10-29,2025-10-18,1450,1
E02021,M0011,4,2024-07-30,2024-08-06,7,1
E02022,M0056,5,2021-10-30,2021-12-24,55,1
E02023,M0094,2,2024-10-22,,679,0
E02024,M0059,3,2024-12-11,2025-12-16,370,1
E02025,M0006,3,2024-08-05,2025-06-08,307,1
E02026,M0097,1,2025-03-31,,519,0
E02027,M0076,2,2024-06-03,2024-06-25,22,1
E02028,M0178,2,2024-02-20,2024-08-10,172,1
E02029,M0092,4,2026-08-13,,19,0
E02030,M0008,1,2023-03-31,,1250,0
E02031,M0158,1,2023-07-15,2024-10-31,474,1
E02032,M0097,2,2024-03-05,,910,0
E02033,M0172,2,2022-08-10,2025-07-02,1057,1
E02034,M0104,1,2024-04-24,,860,0
E02035,M0043,2,2022-11-15,2022-12-12,27,1
E02036,M0125,3,2023-02-15,2023-03-01,14,1
E02037,M0017,2,2024-10-13,2025-07-21,281,1
E02038,M0071,1,2024-07-25,,768,0
E02039,M0066,2,2022-12-12,,1359,0
E02040,M0089,5,2023-11-22,,1014,0
E02041,M0128,4,2025-08-19,2025-11-11,84,1
E02042,M0046,4,2024-10-17,,684,0
E02043,M0104,2,2022-07-13,2024-01-26,562,1
E02044,M0090,2,2024-07-19,2026-07-07,718,1
E02045,M0103,1,2025-11-25,2026-08-25,273,1
E02046,M0016,2,2025-02-15,2026-02-27,377,1
E02047,M0055,3,2025-01-14,2025-03-01,46,1
E02048,M0097,4,2023-08-09,2025-09-05,758,1
E02049,M0026,1,2022-01-28,,1677,0
E02050,M0107,1,2022-10-29,2024-05-07,556,1
E02051,M0138,1,2023-06-18,,1171,0
E02052,M0105,2,2024-09-24,,707,0
E02053,M0106,3,2024-01-01,,974,0
E02054,M0003,1,2023-02-08,,1301,0
E02055,M0170,2,2023-01-31,,1309,0
E02056,M0054,4,2022-09-03,2023-08-30,361,1
E02057,M0154,2,2024-09-05,,726,0
E02058,M0000,1,2023-11-15,,1021,0
E02059,M0113,2,2024-03-17,2024-07-26,131,1
E02060,M0118,1,2026-04-16,,138,0
E02061,M0160,2,2022-02-23,,1651,0
E02062,M0145,2,2025-12-22,,253,0
E02063,M0069,1,2022-07-09,2024-10-03,817,1
E02064,M0108,2,2024-02-10,2025-09-10,578,1
E02065,M0169,2,2024-05-31,,823,0
E02066,M0100,4,2023-07-29,,1130,0
E02067,M0058,2,2022-02-28,2024-12-24,1030,1
E02068,M0103,3,2026-03-06,,179,0
E02069,M0012,2,2026-03-12,,173,0
E02070,M0067,1,2021-09-26,,1801,0
E02071,M0055,1,2023-08-21,,1107,0
E02072,M0164,4,2024-02-02,2024-05-23,111,1
E02073,M0053,5,2024-07-16,,777,0
E02074,M0174,3,2023-05-09,2024-12-28,599,1
E02075,M0039,2,2021-11-12,2022-08-17,278,1
E02076,M0090,3,2022-08-28,,1465,0
E02077,M0087,4,2022-11-12,2023-01-25,74,1
E02078,M0083,2,2024-02-04,2025-04-24,445,1
E02079,M0154,5,2022-08-04,,1489,0
E02080,M0170,2,2025-01-14,2025-03-02,47,1
E02081,M0106,3,2025-08-15,,382,0
E02082,M0119,3,2025-07-30,2026-05-04,278,1
E02083,M0136,2,2024-11-03,,667,0
E02084,M0017,3,2022-11-25,2024-01-02,403,1
E02085,M0022,3,2023-08-21,,1107,0
E02086,M0144,2,2021-10-02,,1795,0
E02087,M0140,3,2024-12-10,,630,0
E02088,M0004,2,2022-06-30,2024-07-14,745,1
E02089,M0105,3,2024-09-29,2024-10-16,17,1
E02090,M0018,1,2025-06-07,,451,0
E02091,M0077,5,2024-08-08,2025-06-03,299,1
E02092,M0129,3,2026-03-08,,177,0
E02093,M0090,2,2024-11-08,2025-05-06,179,1
E02094,M0038,2,2022-02-25,2024-05-05,800,1
E02095,M0055,2,2021-11-02,,1764,0
E02096,M0063,2,2025-06-10,,448,0
E02097,M0054,1,2025-06-01,2025-07-27,56,1
E02098,M0123,3,2023-05-11,,1209,0
E02099,M0178,5,2022-02-15,2023-03-14,392,1
E02100,M0097,3,2024-04-30,2024-08-29,121,1
E02101,M0078,3,2021-12-15,2024-08-15,974,1
E02102,M0096,4,2024-10-09,,692,0
E02103,M0038,2,2026-05-22,2026-07-05,44,1
E02104,M0053,1,2026-04-03,,151,0
E02105,M0146,2,2026-05-29,2026-06-04,6,1
E02106,M0062,5,2024-02-27,2025-11-19,631,1
E02107,M0033,2,2023-11-16,,1020,0
E02108,M0157,1,2024-12-20,2026-05-28,524,1
E02109,M0101,2,2023-12-13,2026-06-16,916,1
E02110,M0131,2,2025-09-14,2026-03-13,180,1
E02111,M0100,2,2022-06-06,2022-07-04,28,1
E02112,M0005,1,2024-02-08,2024-11-21,287,1
E02113,M0048,2,2023-04-12,,1238,0
E02114,M0003,5,2024-12-29,,611,0
E02115,M0005,2,2025-04-10,,509,0
E02116,M0048,2,2024-02-07,,937,0
E02117,M0169,2,2025-09-21,,345,0
E02118,M0016,1,2023-07-15,,1144,0
E02119,M0116,2,2025-11-03,2025-12-29,56,1
E02120,M0049,2,2022-07-22,2022-09-12,52,1
E02121,M0081,2,2024-06-21,,802,0
E02122,M0045,1,2023-04-27,,1223,0
E02123,M0049,4,2024-07-25,,768,0
E02124,M0093,2,2023-08-27,2026-08-27,1096,1
E02125,M0038,2,2022-05-24,,1561,0
E02126,M0098,2,2021-11-05,,1761,0
E02127,M0125,1,2024-05-15,,839,0
E02128,M0018,4,2023-11-13,,1023,0
E02129,M0106,4,2025-04-17,,502,0
E02130,M0165,2,2025-12-18,,257,0
E02131,M0079,3,2024-01-07,2024-09-07,244,1
E02132,M0106,3,2024-07-03,,790,0
E02133,M0037,1,2022-08-16,,1477,0
E02134,M0129,4,2022-10-05,2023-07-28,296,1
E02135,M0103,4,2021-11-21,2022-01-31,71,1
E02136,M0136,2,2023-07-21,2024-11-22,490,1
E02137,M0055,2,2021-11-13,,1753,0
E02138,M0095,1,2024-02-05,2025-06-18,499,1
E02139,M0163,2,2023-05-27,2025-01-05,589,1
E02140,M0142,2,2024-05-12,,842,0
E02141,M0094,3,2025-03-08,,542,0
E02142,M0109,4,2026-02-27,,186,0
E02143,M0121,2,2025-09-19,,347,0
E02144,M0043,1,2023-12-04,2024-04-10,128,1
E02145,M0075,2,2024-10-23,,678,0
E02146,M0074,1,2024-08-22,,740,0
E02147,M0174,1,2025-09-01,2025-09-06,5,1
E02148,M0172,2,2024-09-29,2025-02-23,147,1
E02149,M0009,1,2023-05-16,2024-06-04,385,1
E02150,M0084,1,2026-07-31,,32,0
E02151,M0039,1,2024-04-08,,876,0
E02152,M0162,3,2024-12-05,,635,0
E02153,M0096,1,2024-08-29,,733,0
E02154,M0174,2,2024-05-05,,849,0
E02155,M0148,3,2024-09-23,2024-10-08,15,1
E02156,M0069,4,2023-08-23,2024-09-26,400,1
E02157,M0011,3,2022-03-16,2025-03-17,1097,1
E02158,M0119,2,2022-04-18,2024-07-12,816,1
E02159,M0056,1,2022-04-23,2023-10-17,542,1
E02160,M0020,3,2025-03-24,2026-02-24,337,1
E02161,M0032,2,2023-03-04,,1277,0
E02162,M0128,5,2022-10-08,2023-01-10,94,1
E02163,M0155,2,2022-08-24,,1469,0
E02164,M0172,4,2024-04-18,,866,0
E02165,M0160,3,2023-08-11,2023-09-13,33,1
E02166,M0160,4,2023-12-23,2024-12-05,348,1
E02167,M0003,2,2022-06-02,,1552,0
E02168,M0019,2,2023-01-22,2025-10-12,994,1
E02169,M0115,4,2024-11-29,,641,0
E02170,M0027,1,2026-03-18,,167,0
E02171,M0089,2,2025-03-03,,547,0
E02172,M0014,3,2024-03-22,,893,0
E02173,M0094,3,2024-12-04,,636,0
E02174,M0144,1,2023-06-13,2025-08-01,780,1
E02175,M0034,2,2026-03-26,2026-04-03,8,1
E02176,M0059,3,2023-12-25,2025-12-23,729,1
E02177,M0080,2,2022-08-02,,1491,0
E02178,M0133,1,2025-06-13,2025-09-09,88,1
E02179,M0091,2,2026-08-01,,31,0
E02180,M0114,1,2026-07-31,,32,0
E02181,M0019,1,2022-12-08,2024-01-09,397,1
E02182,M0151,1,2021-12-31,2022-02-15,46,1
E02183,M0122,2,2026-03-28,2026-07-20,114,1
E02184,M0151,3,2025-10-28,,308,0
E02185,M0103,1,2022-02-06,2023-03-20,407,1
E02186,M0163,1,2026-06-29,,64,0
E02187,M0143,2,2023-10-23,,1044,0
E02188,M0136,1,2021-10-16,,1781,0
E02189,M0118,4,2024-03-05,2024-03-08,3,1
E02190,M0011,1,2024-04-25,2024-10-19,177,1
E02191,M0178,2,2024-07-18,,775,0
E02192,M0157,1,2023-06-22,,1167,0
E02193,M0051,4,2023-02-20,,1289,0
E02194,M0026,2,2024-01-27,,948,0
E02195,M0088,4,2025-03-14,2025-04-09,26,1
E02196,M0062,1,2022-04-30,2025-01-13,989,1
E02197,M0068,2,2022-01-15,2023-12-08,692,1
E02198,M0026,3,2025-10-27,,309,0
E02199,M0179,2,2021-09-20,,1807,0
E02200,M0154,2,2022-10-31,,1401,0
E02201,M0054,1,2026-02-03,,210,0
E02202,M0113,3,2025-08-24,,373,0
E02203,M0039,3,2023-08-29,2026-02-07,893,1
E02204,M0132,1,2024-10-23,2025-11-09,382,1
E02205,M0080,1,2021-12-16,,1720,0
E02206,M0134,2,2025-12-03,,272,0
E02207,M0090,1,2023-11-09,2024-02-16,99,1
E02208,M0001,1,2024-08-26,2025-01-10,137,1
E02209,M0080,4,2023-05-25,,1195,0
E02210,M0110,2,2023-09-25,2025-03-02,524,1
E02211,M0056,4,2026-01-05,,239,0
E02212,M0079,4,2026-04-07,,147,0
E02213,M0101,2,2023-08-19,,1109,0
E02214,M0088,1,2025-11-25,,280,0
E02215,M0178,2,2026-08-24,,8,0
E02216,M0113,3,2024-08-14,2025-03-16,214,1
E02217,M0124,3,2023-10-20,,1047,0
E02218,M0038,1,2025-07-05,2025-07-26,21,1
E02219,M0128,2,2022-09-26,2025-01-09,836,1
E02220,M0151,1,2024-03-16,2025-08-02,504,1
E02221,M0042,3,2024-04-13,2024-08-07,116,1
E02222,M0063,2,2025-08-23,,374,0
E02223,M0123,2,2023-08-21,,1107,0
E02224,M0129,2,2026-06-02,,91,0
E02225,M0154,3,2024-07-29,2026-01-14,534,1
E02226,M0140,4,2022-05-17,,1568,0
E02227,M0018,3,2022-06-19,,1535,0
E02228,M0000,2,2023-09-24,2024-03-24,182,1
E02229,M0001,3,2025-09-27,,339,0
E02230,M0137,1,2024-11-20,2026-04-16,512,1
E02231,M0103,2,2025-09-08,2026-02-25,170,1
E02232,M0015,1,2024-02-07,,937,0
E02233,M0054,2,2025-05-07,2025-11-21,198,1
E02234,M0111,3,2025-08-03,2025-08-03,0,1
E02235,M0032,1,2026-08-24,,8,0
E02236,M0174,4,2021-09-12,,1815,0
E02237,M0172,1,2025-01-24,,585,0
E02238,M0160,2,2025-07-01,2026-06-28,362,1
E02239,M0027,4,2021-11-08,,1758,0
E02240,M0152,1,2025-07-01,2025-12-16,168,1
E02241,M0092,2,2022-09-04,2022-10-07,33,1
E02242,M0011,2,2024-10-06,,695,0
E02243,M0102,3,2026-02-12,,201,0
E02244,M0112,2,2023-08-10,,1118,0
E02245,M0099,2,2023-02-10,,1299,0
E02246,M0094,2,2023-06-17,,1172,0
E02247,M0134,3,2022-07-31,,1493,0
